Japanese indigo ,38,67,72,188.8235294,47.22222222,28.23529412,21.56862745,cyan,very dark
Dark slate gray ,47,79,79,180,40.50632911,30.98039216,24.70588235,cyan,very dark
Spanish sky blue ,0,170,228,195.2631579,100,89.41176471,44.70588235,cyan,medium
Cyan ,0,183,235,193.2765957,100,92.15686275,46.07843137,cyan,medium
Capri ,0,191,255,195.0588235,100,100,50,cyan,medium
Robin egg blue ,0,204,204,180,100,80,40,cyan,medium
Vivid sky blue ,0,204,255,192,100,100,50,cyan,medium
Dark turquoise ,0,206,209,180.861244,100,81.96078431,40.98039216,cyan,medium
Turquoise blue ,0,255,239,176.2352941,100,100,50,cyan,medium
Aqua ,0,255,255,180,100,100,50,cyan,medium
Bright turquoise ,8,232,222,177.3214286,96.55172414,90.98039216,47.05882353,cyan,medium
Tiffany Blue ,10,186,181,178.2954545,94.62365591,72.94117647,38.43137255,cyan,medium
Spiro Disco Ball ,15,192,252,195.1898734,94.04761905,98.82352941,52.35294118,cyan,medium
Bright cerulean ,29,172,214,193.6216216,86.44859813,83.92156863,47.64705882,cyan,medium
Light sea green ,32,178,170,176.7123288,82.02247191,69.80392157,41.17647059,cyan,medium
Ball blue ,33,171,205,191.8604651,83.90243902,80.39215686,46.66666667,cyan,medium
Turquoise ,64,224,208,174,71.42857143,87.84313725,56.47058824,cyan,medium
Verdigris ,67,179,174,177.3214286,62.5698324,70.19607843,48.23529412,cyan,medium
Medium turquoise ,72,209,204,177.810219,65.55023923,81.96078431,55.09803922,cyan,medium
Cadet blue ,95,158,160,181.8461538,40.625,62.74509804,50,cyan,medium
Electric blue ,125,249,255,182.7692308,50.98039216,100,74.50980392,cyan,light
Medium sky blue ,128,218,235,189.5327103,45.53191489,92.15686275,71.17647059,cyan,light
Non-photo blue ,164,221,237,193.1506849,30.80168776,92.94117647,78.62745098,cyan,light
Waterspout ,164,244,249,183.5294118,34.13654618,97.64705882,80.98039216,cyan,light
Blizzard Blue ,172,229,238,188.1818182,27.73109244,93.33333333,80.39215686,cyan,light
Light blue ,173,216,230,194.7368421,24.7826087,90.19607843,79.01960784,cyan,light
Pale blue ,175,238,238,180,26.47058824,93.33333333,80.98039216,cyan,light
Powder blue ,176,224,230,186.6666667,23.47826087,90.19607843,79.60784314,cyan,light
Celeste ,178,255,255,180,30.19607843,100,84.90196078,cyan,light
Diamond ,185,242,255,191.1428571,27.45098039,100,86.2745098,cyan,light
Skobeloff ,0,116,116,180,100,45.49019608,22.74509804,cyan,dark
CG Blue ,0,122,165,195.6363636,100,64.70588235,32.35294118,cyan,dark
Celadon blue ,0,123,167,195.8083832,100,65.49019608,32.74509804,cyan,dark
Teal ,0,128,128,180,100,50.19607843,25.09803922,cyan,dark
Teal green ,0,130,127,178.6153846,100,50.98039216,25.49019608,cyan,dark
Dark cyan ,0,139,139,180,100,54.50980392,27.25490196,cyan,dark
Blue ,0,147,175,189.6,100,68.62745098,34.31372549,cyan,dark
Bondi blue ,0,149,182,190.8791209,100,71.37254902,35.68627451,cyan,dark
Viridian green ,0,150,152,180.7894737,100,59.60784314,29.80392157,cyan,dark
Metallic Seaweed ,8,126,140,186.3636364,94.28571429,54.90196078,29.01960784,cyan,dark
Blue-green ,13,152,186,191.7919075,93.01075269,72.94117647,39.01960784,cyan,dark
Celadon green ,47,132,124,174.3529412,64.39393939,51.76470588,35.09803922,cyan,dark
Teal blue ,54,117,136,193.902439,60.29411765,53.33333333,37.25490196,cyan,dark
Charleston green ,35,43,43,180,18.60465116,16.8627451,15.29411765,gray,very dark
Jet ,52,52,52,0,0,20.39215686,20.39215686,gray,very dark
Onyx ,53,56,57,195,7.01754386,22.35294118,21.56862745,gray,very dark
Kombu green ,53,66,48,103.3333333,27.27272727,25.88235294,22.35294118,gray,very dark
Charcoal ,54,69,79,204,31.64556962,30.98039216,26.07843137,gray,very dark
Black olive ,59,60,54,70,10,23.52941176,22.35294118,gray,very dark
Arsenic ,59,68,75,206.25,21.33333333,29.41176471,26.2745098,gray,very dark
Dim gray ,105,105,105,0,0,41.17647059,41.17647059,gray,medium
AuroMetalSaurus ,110,127,128,183.3333333,14.0625,50.19607843,46.66666667,gray,medium
Slate gray ,112,128,144,210,22.22222222,56.47058824,50.19607843,gray,medium
Sonic silver ,117,117,117,0,0,45.88235294,45.88235294,gray,medium
Gray ,128,128,128,0,0,50.19607843,50.19607843,gray,medium
Roman silver ,131,137,150,221.0526316,12.66666667,58.82352941,55.09803922,gray,medium
Battleship grey ,132,132,130,60,1.515151515,51.76470588,51.37254902,gray,medium
Rocket metallic ,138,127,128,354.5454545,7.971014493,54.11764706,51.96078431,gray,medium
Taupe gray ,139,133,137,320,4.316546763,54.50980392,53.33333333,gray,medium
Cool grey ,140,146,172,228.75,18.60465116,67.45098039,61.17647059,gray,medium
Cadet grey ,145,163,176,205.1612903,17.61363636,69.01960784,62.94117647,gray,medium
Manatee ,151,154,170,230.5263158,11.17647059,66.66666667,62.94117647,gray,medium
Bazaar ,152,119,123,352.7272727,21.71052632,59.60784314,53.1372549,gray,medium
Cinereous ,152,129,123,12.4137931,19.07894737,59.60784314,53.92156863,gray,medium
Spanish gray ,152,152,152,0,0,59.60784314,59.60784314,gray,medium
Rose quartz ,170,152,169,303.3333333,10.58823529,66.66666667,63.1372549,gray,medium
Dark gray ,169,169,169,0,0,66.2745098,66.2745098,gray,light
Silver chalice ,172,172,172,0,0,67.45098039,67.45098039,gray,light
Pastel blue ,174,198,207,196.3636364,15.94202899,81.17647059,74.70588235,gray,light
Ash grey ,178,190,181,135,6.315789474,74.50980392,72.15686275,gray,light
Gray ,190,190,190,0,0,74.50980392,74.50980392,gray,light
Silver sand ,191,193,194,200,1.546391753,76.07843137,75.49019608,gray,light
Silver ,192,192,192,0,0,75.29411765,75.29411765,gray,light
Silver pink ,196,174,173,2.608695652,11.73469388,76.8627451,72.35294118,gray,light
Lavender gray ,196,195,208,244.6153846,6.25,81.56862745,79.01960784,gray,light
Pale silver ,201,192,187,21.42857143,6.965174129,78.82352941,76.07843137,gray,light
Pastel gray ,207,207,196,60,5.314009662,81.17647059,79.01960784,gray,light
Light gray ,211,211,211,0,0,82.74509804,82.74509804,gray,light
Timberwolf ,219,215,210,33.33333333,4.109589041,85.88235294,84.11764706,gray,light
Gainsboro ,220,220,220,0,0,86.2745098,86.2745098,gray,light
Platinum ,229,228,226,40,1.310043668,89.80392157,89.21568627,gray,light
Outer Space ,65,74,76,190.9090909,14.47368421,29.80392157,27.64705882,gray,dark
Rifle green ,68,76,56,84,26.31578947,29.80392157,25.88235294,gray,dark
Gray-asparagus ,70,89,69,117,22.47191011,34.90196078,30.98039216,gray,dark
Deep Space Sparkle ,74,100,108,194.1176471,31.48148148,42.35294118,35.68627451,gray,dark
Independence ,76,81,109,230.9090909,30.27522936,42.74509804,36.2745098,gray,dark
Feldgrau ,77,93,83,142.5,17.20430108,36.47058824,33.33333333,gray,dark
Stormcloud ,79,102,106,188.8888889,25.47169811,41.56862745,36.2745098,gray,dark
Purple taupe ,80,64,77,311.25,20,31.37254902,28.23529412,gray,dark
Quartz ,81,72,79,313.3333333,11.11111111,31.76470588,30,gray,dark
Cadet ,83,104,114,199.3548387,27.19298246,44.70588235,38.62745098,gray,dark
Dark electric blue ,83,104,120,205.9459459,30.83333333,47.05882353,39.80392157,gray,dark
Davy's grey ,85,85,85,0,0,33.33333333,33.33333333,gray,dark
Ebony ,85,93,80,96.92307692,13.97849462,36.47058824,33.92156863,gray,dark
Wenge ,100,84,82,6.666666667,18,39.21568627,35.68627451,gray,dark
Rose ebony ,103,72,70,3.636363636,32.03883495,40.39215686,33.92156863,gray,dark
Old lavender ,121,104,120,303.5294118,14.04958678,47.45098039,44.11764706,gray,dark
Tuscan red ,124,72,72,0,41.93548387,48.62745098,38.43137255,gray,dark
Nyanza ,233,255,219,96.66666667,14.11764706,100,92.94117647,green,very light
Mint cream ,245,255,250,150,3.921568627,100,98.03921569,green,very light
British racing green ,0,66,37,153.6363636,100,25.88235294,12.94117647,green,very dark
Warm black ,0,66,66,180,100,25.88235294,12.94117647,green,very dark
Dark green ,1,50,32,157.9591837,98,19.60784314,10,green,very dark
Forest green ,1,68,33,148.6567164,98.52941176,26.66666667,13.52941176,green,very dark
Phthalo green ,18,53,36,150.8571429,66.03773585,20.78431373,13.92156863,green,very dark
MSU Green ,24,69,59,166.6666667,65.2173913,27.05882353,18.23529412,green,very dark
Dark jungle green ,26,36,33,162,27.77777778,14.11764706,12.15686275,green,very dark
Medium jungle green ,28,53,45,160.8,47.16981132,20.78431373,15.88235294,green,very dark
Black leather jacket ,37,53,41,135,30.18867925,20.78431373,17.64705882,green,very dark
Ao (English) ,0,128,0,120,100,50.19607843,25.09803922,green,medium
Paolo Veronese green ,0,155,125,168.3870968,100,60.78431373,30.39215686,green,medium
Shamrock green ,0,158,96,156.4556962,100,61.96078431,30.98039216,green,medium
Green ,0,159,107,160.3773585,100,62.35294118,31.17647059,green,medium
Green ,0,165,80,149.0909091,100,64.70588235,32.35294118,green,medium
Persian green ,0,166,147,173.1325301,100,65.09803922,32.54901961,green,medium
Jade ,0,168,107,158.2142857,100,65.88235294,32.94117647,green,medium
Green ,0,168,119,162.5,100,65.88235294,32.94117647,green,medium
GO green ,0,171,102,155.7894737,100,67.05882353,33.52941176,green,medium
Caribbean green ,0,204,153,165,100,80,40,green,medium
Medium spring green ,0,250,154,156.96,100,98.03921569,49.01960784,green,medium
Guppie green ,0,255,127,149.8823529,100,100,50,green,medium
Dark pastel green ,3,192,60,138.0952381,98.4375,75.29411765,38.23529412,green,medium
Malachite ,11,218,81,140.2898551,94.95412844,85.49019608,44.90196078,green,medium
Green ,28,172,120,158.3333333,83.72093023,67.45098039,39.21568627,green,medium
Jungle green ,41,171,135,163.3846154,76.02339181,67.05882353,41.56862745,green,medium
Mountain Meadow ,48,186,143,161.3043478,74.19354839,72.94117647,45.88235294,green,medium
Illuminating Emerald ,49,145,119,163.75,66.20689655,56.8627451,38.03921569,green,medium
Zomp ,57,167,142,166.3636364,65.86826347,65.49019608,43.92156863,green,medium
Keppel ,58,176,158,170.8474576,67.04545455,69.01960784,45.88235294,green,medium
Medium sea green ,60,179,113,146.7226891,66.48044693,70.19607843,46.8627451,green,medium
UFO Green ,60,208,112,141.0810811,71.15384615,81.56862745,52.54901961,green,medium
Mint ,62,180,137,158.1355932,65.55555556,70.58823529,47.45098039,green,medium
Eucalyptus ,68,215,168,160.8163265,68.37209302,84.31372549,55.49019608,green,medium
May green ,76,145,65,111.75,55.17241379,56.8627451,41.17647059,green,medium
Emerald ,80,200,120,140,60,78.43137255,54.90196078,green,medium
Antique bronze ,102,93,30,52.5,70.58823529,40,25.88235294,green,medium
Green ,102,176,50,95.23809524,71.59090909,69.01960784,44.31372549,green,medium
Medium aquamarine ,102,221,170,154.2857143,53.84615385,86.66666667,63.33333333,green,medium
Russian green ,103,146,103,120,29.45205479,57.25490196,48.82352941,green,medium
Smoke ,115,130,118,132,11.53846154,50.98039216,48.03921569,green,medium
Xanadu ,115,134,120,135.7894737,14.17910448,52.54901961,48.82352941,green,medium
Screamin' Green ,118,255,122,121.7518248,53.7254902,100,73.1372549,green,medium
Camouflage green ,120,134,107,91.11111111,20.14925373,52.54901961,47.25490196,green,medium
Bud green ,123,182,97,101.6470588,46.7032967,71.37254902,54.70588235,green,medium
Dollar bill ,133,187,101,97.6744186,45.98930481,73.33333333,56.47058824,green,medium
Asparagus ,135,169,107,92.90322581,36.68639053,66.2745098,54.11764706,green,medium
Pearl Aqua ,136,216,192,162,37.03703704,84.70588235,69.01960784,green,medium
